StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11,Q12,Q12_4_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q15_8_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17,Q18
2021-11-10 22:58:42,2021-11-10 23:00:05,IP Address,100.33.163.156,100,82,True,2021-11-10 23:00:05,R_1JW85MjFs4bOw9L,,,,,40.6757965087890625,-73.8162994384765625,anonymous,EN,24 and Under,Male,Associate degree or equivalent,Below 50k,Employed part-time,Neither,No,No,No,7 - Extremely familiar,6 - Very familiar,7 - Extremely familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,7 - Most Effective,Extremely effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,Extremely effective,7 - Most Effective,7 - Most frequent,7 - Most frequent,7 - Most frequent,7 - Most frequent,Extremely frequent,Extremely frequent,7 - Most frequent,"LinkedIn,Facebook / Instagram,Google Search,YouTube",,Prefer a great deal,Prefer a lot,Prefer a great deal,Prefer a great deal,Prefer a great deal,Prefer a great deal,Yes,5e8a26247ad7526bf85abbff
2021-11-10 22:56:47,2021-11-10 23:00:15,IP Address,75.108.41.83,100,208,True,2021-11-10 23:00:16,R_eqwZED48FHEuI9z,,,,,30.305206298828125,-95.4552001953125,anonymous,EN,25-30,Male,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,Blue collar,Yes,No,No,6 - Very familiar,6 - Very familiar,3 - Somewhat familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR","Virtual Reality,Augmented Reality",,Extremely effective,Slightly effective,7 - Most Effective,Effective,Effective,Extremely effective,Extremely effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Extremely effective,Very frequent,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,1 - Not frequent at all,Slightly frequent,1 - Not frequent at all,"LinkedIn,Google Search",,Prefer a great deal,Prefer a lot,Prefer a lot,Prefer a great deal,Prefer a moderate amount,Prefer slightly,Yes,5db5607623f23a000a9bc0ca
2021-11-10 22:56:41,2021-11-10 23:00:28,IP Address,98.215.241.177,100,227,True,2021-11-10 23:00:29,R_bBgqCHnTWiytbX3,,,,,39.7696990966796875,-89.6885986328125,anonymous,EN,57-66,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,White collar,Yes,No,No,3 - Somewhat familiar,2 - Slightly familiar,2 - Slightly familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles)",Mixed Reality,,Effective,Slightly effective,Extremely effective,Extremely effective,Extremely effective,Extremely effective,Very Effective,Moderately effective,Moderately effective,Slightly effective,Slightly effective,Very Effective,Slightly frequent,Slightly frequent,1 - Not frequent at all,7 - Most frequent,Extremely frequent,Slightly frequent,Frequent,"Google Search,YouTube",,Prefer a moderate amount,Prefer a great deal,Prefer slightly,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Yes,5db9a46ff8e3f9000f88cb85
2021-11-10 22:57:52,2021-11-10 23:01:06,IP Address,98.246.169.180,100,194,True,2021-11-10 23:01:07,R_1l4VBmpYj45B5Uq,,,,,45.6952056884765625,-122.6540985107421875,anonymous,EN,31-40,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,White collar,Yes,No,No,4 - Moderately familiar,2 - Slightly familiar,2 - Slightly familiar,"Tethered VR (e.g., Oculus Rift, HTC VIVE Pro)",,,Effective,Effective,Very Effective,Very Effective,Effective,Effective,Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Very frequent,Very frequent,1 - Not frequent at all,1 - Not frequent at all,"Google Search,YouTube",,Prefer a lot,Prefer a lot,Do not prefer,Prefer a lot,Do not prefer,Prefer a lot,No,
2021-11-10 22:56:56,2021-11-10 23:03:05,IP Address,73.199.112.15,100,369,True,2021-11-10 23:03:05,R_7QCRJcX7wTt6p7r,,,,,39.472198486328125,-74.45659637451171875,anonymous,EN,31-40,Female,Associate degree or equivalent,$50k - $100k,Self-Employed,White collar,No,No,No,6 - Very familiar,4 - Moderately familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Virtual Reality,,Effective,Very Effective,Very Effective,Extremely effective,Effective,Moderately effective,Effective,Slightly effective,Moderately effective,Very Effective,Slightly effective,Moderately effective,Very frequent,Frequent,Extremely frequent,Frequent,Frequent,Moderately frequent,Moderately frequent,"Facebook / Instagram,Twitter,Google Search,YouTube",,Prefer slightly,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer a lot,Prefer slightly,Yes,60079f45348bb62bdcd363ff
2021-11-10 22:59:41,2021-11-10 23:03:06,IP Address,75.166.72.125,100,205,True,2021-11-10 23:03:07,R_p4UjQqHFNusJ505,,,,,39.7317962646484375,-104.9669036865234375,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),$101k - 150k,Self-Employed,Blue collar,No,No,Yes,5 - Familiar,5 - Familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR",Augmented Reality,,1 - Not effective at all,1 - Not effective at all,7 - Most Effective,7 - Most Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,7 - Most frequent,1 - Not frequent at all,1 - Not frequent at all,"Google Search,YouTube",,Prefer a great deal,Prefer slightly,Do not prefer,Do not prefer,Do not prefer,Do not prefer,Yes,6150fb8383f88eae3e5c795a
2021-11-10 22:57:15,2021-11-10 23:03:17,IP Address,172.58.35.44,100,361,True,2021-11-10 23:03:17,R_3gYjbkX3qaiIhlQ,,,,,38.534698486328125,-121.4441986083984375,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),Below 50k,Employed full-time,Blue collar,Yes,No,No,7 - Extremely familiar,7 - Extremely familiar,4 - Moderately familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Augmented Reality,,Slightly effective,Moderately effective,7 - Most Effective,Very Effective,Effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Moderately frequent,Moderately frequent,Moderately frequent,Very frequent,Moderately frequent,Moderately frequent,Moderately frequent,Google Search,,Prefer a moderate amount,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer slightly,Yes,61269d6e300d86aa8d37f87d
2021-11-10 22:58:41,2021-11-10 23:05:25,IP Address,172.88.118.221,100,403,True,2021-11-10 23:05:25,R_3foQHk3SccpTZQG,,,,,33.78729248046875,-117.923095703125,anonymous,EN,31-40,Male,Graduate degree or higher,$201k - $250k,Employed part-time,White collar,No,No,Yes,6 - Very familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go)","Virtual Reality,Augmented Reality",,Effective,Extremely effective,Extremely effective,Extremely effective,Moderately effective,Moderately effective,Very Effective,Very Effective,Extremely effective,Extremely effective,Very Effective,Effective,Slightly frequent,Moderately frequent,Slightly frequent,Moderately frequent,1 - Not frequent at all,Slightly frequent,Moderately frequent,"LinkedIn,Facebook / Instagram,Twitter,Google Search",,Prefer a great deal,Prefer a great deal,Prefer a lot,Prefer a lot,Prefer a lot,Prefer a great deal,Yes,5dc32687547c1f24648b7c23
2021-11-10 23:14:36,2021-11-10 23:19:24,IP Address,173.18.171.113,100,288,True,2021-11-10 23:19:24,R_22LWE3NVlo1Qnjp,,,,,36.802001953125,-87.8285980224609375,anonymous,EN,41-56,Male,Graduate degree or higher,$151k - $200k,Employed full-time,White collar,Yes,No,No,4 - Moderately familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR","Virtual Reality,Augmented Reality,Mixed Reality",,Very Effective,Very Effective,Extremely effective,Extremely effective,Effective,Very Effective,Effective,Effective,Slightly effective,Slightly effective,1 - Not effective at all,Very Effective,Very frequent,Very frequent,Moderately frequent,7 - Most frequent,Extremely frequent,Moderately frequent,Moderately frequent,"LinkedIn,Facebook / Instagram,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a lot,Prefer a lot,Prefer a great deal,Prefer a moderate amount,Do not prefer,Yes,5e7909d956b26e4aba9a460b
2021-11-10 23:19:04,2021-11-10 23:21:24,IP Address,108.34.215.103,100,139,True,2021-11-10 23:21:24,R_2PdswZIMDpHoDaQ,,,,,41.8307037353515625,-71.39820098876953125,anonymous,EN,25-30,Male,Associate degree or equivalent,Below 50k,Employed full-time,Both,No,No,No,4 - Moderately familiar,4 - Moderately familiar,2 - Slightly familiar,,Augmented Reality,,Effective,Slightly effective,Effective,Slightly effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Moderately effective,Slightly effective,Slightly effective,Extremely effective,Slightly frequent,1 - Not frequent at all,1 - Not frequent at all,Very frequent,Extremely frequent,Moderately frequent,Frequent,"Google Search,Blog (e.g., Medium)",,Prefer a lot,Prefer a lot,Prefer a moderate amount,Prefer slightly,Prefer slightly,Do not prefer,Yes,5caeb56feb05440017fd4817
2021-11-10 23:18:59,2021-11-10 23:22:34,IP Address,47.38.177.167,100,215,True,2021-11-10 23:22:35,R_CgfuC7V4rs9CKS5,,,,,32.695098876953125,-97.2689971923828125,anonymous,EN,24 and Under,Male,High school graduate or equivalent (GED),Below 50k,Employed full-time,Both,No,No,Yes,4 - Moderately familiar,3 - Somewhat familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",Mixed Reality,,Very Effective,Extremely effective,Extremely effective,Extremely effective,Effective,Effective,Effective,Very Effective,Effective,Effective,Effective,Effective,Moderately frequent,Extremely frequent,Extremely frequent,Extremely frequent,Extremely frequent,Very frequent,Frequent,"Facebook / Instagram,Twitter,Google Search,YouTube",,Prefer slightly,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer slightly,Prefer slightly,Yes,5faea90eb7d1ac09a9d3c3ee
2021-11-10 23:24:46,2021-11-10 23:27:39,IP Address,162.197.227.174,100,172,True,2021-11-10 23:27:39,R_2uIFeS23NG1F9yQ,,,,,34.0312957763671875,-118.31240081787109375,anonymous,EN,25-30,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,Blue collar,Yes,Yes,No,7 - Extremely familiar,7 - Extremely familiar,7 - Extremely familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR","Augmented Reality,Mixed Reality",,Extremely effective,Slightly effective,Extremely effective,Extremely effective,Very Effective,Very Effective,Extremely effective,Slightly effective,Slightly effective,Slightly effective,Extremely effective,7 - Most Effective,Frequent,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,Extremely frequent,Very frequent,Slightly frequent,"Google Search,YouTube",,Prefer a lot,Prefer a lot,Prefer a moderate amount,Prefer a lot,Prefer a lot,Prefer a moderate amount,Yes,5ee08dad6b74c73ffcab9126
2021-11-10 23:25:31,2021-11-10 23:28:35,IP Address,174.96.7.53,100,184,True,2021-11-10 23:28:35,R_32W3ACtX6nRa7LS,,,,,40.82440185546875,-81.3397979736328125,anonymous,EN,24 and Under,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,Blue collar,Yes,No,No,4 - Moderately familiar,3 - Somewhat familiar,3 - Somewhat familiar,"Pokemon Go,Smartphone VR",,,Moderately effective,Effective,Very Effective,Moderately effective,7 - Most Effective,Effective,Very Effective,Slightly effective,Slightly effective,Slightly effective,1 - Not effective at all,Very Effective,Slightly frequent,Moderately frequent,1 - Not frequent at all,Very frequent,Slightly frequent,Moderately frequent,Slightly frequent,"LinkedIn,Facebook / Instagram,Google Search,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer a moderate amount,Yes,60b83826821417f8e484a207
2021-11-10 23:25:07,2021-11-10 23:29:01,IP Address,69.4.48.100,100,233,True,2021-11-10 23:29:01,R_cI5bidOIeUQkg0h,,,,,29.96380615234375,-98.90619659423828125,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),$50k - $100k,Self-Employed,Blue collar,No,No,Yes,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,,Virtual Reality,,Moderately effective,Moderately effective,Effective,Very Effective,Effective,Effective,Moderately effective,Moderately effective,Slightly effective,Effective,Effective,Very Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,Very frequent,1 - Not frequent at all,1 - Not frequent at all,"Google Search,YouTube",,Prefer a moderate amount,Prefer a lot,Do not prefer,Prefer slightly,Do not prefer,Prefer a moderate amount,Yes,5bb5473f9e00ca0001893a4c
2021-11-08 22:38:28,2021-11-08 22:42:14,IP Address,73.15.65.21,89,225,False,2021-11-15 22:42:18,R_3GeWs2yfo7DGXUc,,,,,,,anonymous,EN,25-30,Female,Bachelor’s degree or equivalent,$101k - 150k,Unemployed,Neither,No,No,No,2 - Slightly familiar,3 - Somewhat familiar,2 - Slightly familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro)",,,Very Effective,Moderately effective,Very Effective,Very Effective,Effective,Moderately effective,Effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,Moderately effective,1 - Not effective at all,Frequent,Frequent,Frequent,7 - Most frequent,Frequent,Frequent,Extremely frequent,"LinkedIn,Google Search,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a lot,Do not prefer,Do not prefer,Do not prefer,Do not prefer,No,
2021-11-09 18:40:27,2021-11-09 18:40:43,IP Address,38.143.168.13,22,15,False,2021-11-16 18:40:46,R_CmKisZa0ThOx3Md,,,,,,,anonymous,EN,25-30,Male,High school graduate or equivalent (GED),$50k - $100k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-09 19:15:58,2021-11-09 19:18:24,IP Address,38.143.168.13,94,145,False,2021-11-16 19:18:27,R_2uUTtpmE20pD1F2,,,,,,,anonymous,EN,25-30,Male,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,White collar,Yes,No,Yes,3 - Somewhat familiar,1- Not familiar at all,1- Not familiar at all,"Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go)",,,Effective,Slightly effective,Effective,Slightly effective,Extremely effective,Effective,Effective,Moderately effective,Slightly effective,Moderately effective,Slightly effective,Effective,Slightly frequent,Moderately frequent,Slightly frequent,Extremely frequent,Slightly frequent,Slightly frequent,Moderately frequent,"Google Search,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer a lot,Prefer slightly,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Yes,
2021-11-09 22:54:57,2021-11-09 22:55:59,IP Address,76.229.160.234,67,62,False,2021-11-16 22:56:01,R_AKZXahXcIDn5Utz,,,,,,,anonymous,EN,31-40,Female,Associate degree or equivalent,$50k - $100k,Employed part-time,Blue collar,No,No,No,6 - Very familiar,7 - Extremely familiar,1- Not familiar at all,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-10 22:57:03,2021-11-10 22:59:05,IP Address,76.178.72.36,78,122,False,2021-11-17 22:59:06,R_1fkZOPpgUX0hOgc,,,,,,,anonymous,EN,41-56,Male,Graduate degree or higher,$50k - $100k,Employed full-time,White collar,Yes,No,No,6 - Very familiar,5 - Familiar,4 - Moderately familiar,"Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Virtual Reality,,1 - Not effective at all,1 - Not effective at all,Effective,Slightly effective,Slightly effective,1 - Not effective at all,Very Effective,1 - Not effective at all,Slightly effective,1 - Not effective at all,1 - Not effective at all,Very Effective,1 - Not frequent at all,1 - Not frequent at all,Slightly frequent,Frequent,Slightly frequent,Slightly frequent,Moderately frequent,,,,,,,,,,
